ID,LACT,Time_Born,AdjTime,N_CALVES,CSEX,NUM_DEAD,AGEFDAT,CINT,GEST,PDIM,DDRY,PDOPN,PREFR,PTOTF,PTOTM,PTOTS,EASE,Time,Raw_Activity_Data,Activity_Change,Activity_Change_by_2_Hours,Rumination_Raw_Data,Weighted_Rumination_Change,Rumination_Deviation_by_2_Hours,Total_Rumination_Minutes_In_Last,Daily_Rumination,Weekly_Rumination_Average,Group,new_health_index,Daily_activity,parity,Day,Period,CalvingYN,newvar,period_to_calving
11598,2,13:35,14:00,1,M,0,1060,359,272,308,51,87,31,892,25940,741,1,14:00,39,-16,-2.13,3,-32,-39.63,436,406,595,20,,431,2,0,0,1,0,0
11598,2,13:35,14:00,1,M,0,1060,359,272,308,51,87,31,892,25940,741,1,12:00,38,-28,-4.08,8,-18,-15.62,481,406,595,20,,431,2,0,1,0,1,-1
11598,2,13:35,14:00,1,M,0,1060,359,272,308,51,87,31,892,25940,741,1,10:00,36,-16,-12.79,11,-7,-8.93,497,406,595,20,,431,2,0,2,0,2,-2
11598,2,13:35,14:00,1,M,0,1060,359,272,308,51,87,31,892,25940,741,1,8:00,39,-9,-8.3,38,-24,-1.59,518,406,595,20,,431,2,0,3,0,3,-3
11598,2,13:35,14:00,1,M,0,1060,359,272,308,51,87,31,892,25940,741,1,6:00,26,-9,-7.84,39,-8,-8.18,539,406,595,20,,431,2,0,4,0,4,-4
11598,2,13:35,14:00,1,M,0,1060,359,272,308,51,87,31,892,25940,741,1,4:00,25,-9,-10.77,45,-1,-3.34,551,406,595,20,,431,2,0,5,0,5,-5
11598,2,13:35,14:00,1,M,0,1060,359,272,308,51,87,31,892,25940,741,1,2:00,42,-5,0.32,49,0,-5.87,526,406,595,20,,431,2,0,6,0,6,-6
11598,2,13:35,14:00,1,M,0,1060,359,272,308,51,87,31,892,25940,741,1,0:00,36,-6,0.35,52,-4,-1.53,534,406,595,20,,431,2,0,7,0,7,-7
11598,2,13:35,14:00,1,M,0,1060,359,272,308,51,87,31,892,25940,741,1,22:00,25,-8,-6.39,52,-4,-7.91,548,548,597,15,93.6,478,2,-1,8,0,8,-8
11598,2,13:35,14:00,1,M,0,1060,359,272,308,51,87,31,892,25940,741,1,20:00,37,-8,-11.44,30,-1,-4.26,576,548,597,15,93.6,478,2,-1,9,0,9,-9
11598,2,13:35,14:00,1,M,0,1060,359,272,308,51,87,31,892,25940,741,1,18:00,44,-5,-4.47,43,-3,2.39,574,548,597,15,93.6,478,2,-1,10,0,10,-10
11598,2,13:35,14:00,1,M,0,1060,359,272,308,51,87,31,892,25940,741,1,16:00,46,-3,1.06,66,-16,6.83,573,548,597,15,93.6,478,2,-1,11,0,11,-11
11598,2,13:35,14:00,1,M,0,1060,359,272,308,51,87,31,892,25940,741,1,14:00,40,-12,-1.25,48,-20,0.67,553,548,597,15,91.6,478,2,-1,12,0,12,-12
11598,2,13:35,14:00,1,M,0,1060,359,272,308,51,87,31,892,25940,741,1,12:00,35,-1,-8.44,24,-10,-8.12,547,548,597,15,94.2,478,2,-1,13,0,13,-13
11598,2,13:35,14:00,1,M,0,1060,359,272,308,51,87,31,892,25940,741,1,10:00,49,2,0.75,32,0,-5.17,551,548,597,15,94.2,478,2,-1,14,0,14,-14
11598,2,13:35,14:00,1,M,0,1060,359,272,308,51,87,31,892,25940,741,1,8:00,50,0,-1.42,59,-12,3.64,570,548,597,15,94.2,478,2,-1,15,0,15,-15
11598,2,13:35,14:00,1,M,0,1060,359,272,308,51,87,31,892,25940,741,1,6:00,28,-1,-7.99,51,-8,-1.48,529,548,597,15,94.2,478,2,-1,16,0,16,-16
11598,2,13:35,14:00,1,M,0,1060,359,272,308,51,87,31,892,25940,741,1,4:00,51,3,14.16,20,6,-16.51,534,548,597,15,93.2,478,2,-1,17,0,17,-17
