ID,LACT,Time_Born,AdjTime,N_CALVES,CSEX,NUM_DEAD,AGEFDAT,CINT,GEST,PDIM,DDRY,PDOPN,PREFR,PTOTF,PTOTM,PTOTS,EASE,Time,Raw_Activity_Data,Activity_Change,Activity_Change_by_2_Hours,Rumination_Raw_Data,Weighted_Rumination_Change,Rumination_Deviation_by_2_Hours,Total_Rumination_Minutes_In_Last,Daily_Rumination,Weekly_Rumination_Average,Group,new_health_index,Daily_activity,parity,Day,Period,CalvingYN,newvar,period_to_calving
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,14:00,58,61,43.18,4,-34,-12.67,234,227,441,,,492,2,0,0,1,0,0
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,12:00,66,24,58.69,6,-19,-17.68,255,227,441,,,492,2,0,1,0,1,-1
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,10:00,51,10,19.25,20,-10,-5.67,310,227,441,,,492,2,0,2,0,2,-2
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,8:00,56,7,7.85,4,-9,-7.41,354,227,441,,,492,2,0,3,0,3,-3
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,6:00,25,0,-5.04,34,-10,-0.54,360,227,441,,,492,2,0,4,0,4,-4
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,4:00,35,1,13.37,10,-24,-14.81,377,227,441,,,492,2,0,5,0,5,-5
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,2:00,35,0,3,50,-25,7.38,427,227,441,,,492,2,0,6,0,6,-6
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,0:00,29,-3,-1.07,50,-16,2.86,390,227,441,,,492,2,0,7,0,7,-7
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,22:00,29,-8,0.96,20,-8,-3.31,408,408,442,15,96.8,361,2,-1,8,0,8,-8
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,20:00,29,-8,-1.06,10,-12,-6.86,442,408,442,15,96.8,361,2,-1,9,0,9,-9
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,18:00,28,-12,-2.02,22,-3,-5.48,458,408,442,15,96.8,361,2,-1,10,0,10,-10
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,16:00,26,11,-1.22,4,9,-9.5,470,408,442,15,96.8,361,2,-1,11,0,11,-11
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,14:00,23,9,-8.45,25,8,-4.27,495,408,442,15,96.8,361,2,-1,12,0,12,-12
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,12:00,29,13,1.68,61,16,5.27,524,408,442,15,96.8,361,2,-1,13,0,13,-13
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,10:00,26,8,-3.06,64,5,11.63,537,408,442,15,96.8,361,2,-1,14,0,14,-14
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,8:00,66,4,60.98,10,19,-8.24,483,408,442,15,96.8,361,2,-1,15,0,15,-15
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,6:00,29,-8,-2.47,51,7,4.99,505,408,442,15,96.8,361,2,-1,16,0,16,-16
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,4:00,25,-16,-2.64,60,7,9.55,502,408,442,15,96.8,361,2,-1,17,0,17,-17
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,2:00,28,-9,-3.33,13,14,-15.46,503,408,442,15,96.8,361,2,-1,18,0,18,-18
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,0:00,23,-16,-6.09,68,8,11.25,537,408,442,15,96.8,361,2,-1,19,0,19,-19
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,22:00,23,-12,-12.76,54,0,4,515,515,440,15,96.4,325,2,-2,20,0,20,-20
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,20:00,24,-12,-7.45,26,0,-1.03,498,515,440,15,96.4,325,2,-2,21,0,21,-21
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,18:00,31,-5,0.82,34,3,-0.83,480,515,440,15,96.4,325,2,-2,22,0,22,-22
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,16:00,24,-8,-3.89,29,10,-1.73,507,515,440,15,96.4,325,2,-2,23,0,23,-23
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,14:00,31,-9,6.27,54,15,6.3,501,515,440,15,96.4,325,2,-2,24,0,24,-24
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,12:00,25,-16,-5.14,74,10,19.47,479,515,440,15,96.4,325,2,-2,25,0,25,-25
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,10:00,28,-13,-1.41,10,7,-12.64,451,515,440,15,95.2,325,2,-2,26,0,26,-26
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,8:00,32,-7,-0.25,32,10,-3.67,476,515,440,15,94.2,325,2,-2,27,0,27,-27
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,6:00,24,-9,-8.33,48,9,5.45,504,515,440,15,94.2,325,2,-2,28,0,28,-28
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,4:00,25,-16,-3.71,61,7,9.7,468,515,440,15,94.2,325,2,-2,29,0,29,-29
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,2:00,31,-12,-0.86,47,-2,10.1,458,515,440,15,94.2,325,2,-2,30,0,30,-30
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,0:00,27,-18,-3.81,46,-4,4.45,456,515,440,15,94.2,325,2,-2,31,0,31,-31
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,22:00,28,-17,-2.95,37,-3,-0.43,446,446,444,15,94.2,316,2,-3,32,0,32,-32
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,20:00,21,-17,-23.12,8,4,-7.22,415,446,444,15,94.2,316,2,-3,33,0,33,-33
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,18:00,25,-9,-3.16,61,-8,6.55,466,446,444,15,94.2,316,2,-3,34,0,34,-34
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,16:00,24,-9,-4.91,23,-1,-3.11,468,446,444,15,91.4,316,2,-3,35,0,35,-35
11746,2,14:15,14:00,1,M,0,1065,361,278,303,58,83,38,840,27460,833,2,14:00,34,-12,8.88,32,6,-2.45,453,446,444,15,91.4,316,2,-3,36,0,36,-36
