ID,LACT,Time_Born,AdjTime,N_CALVES,CSEX,NUM_DEAD,AGEFDAT,CINT,GEST,PDIM,DDRY,PDOPN,PREFR,PTOTF,PTOTM,PTOTS,EASE,Time,Raw_Activity_Data,Activity_Change,Activity_Change_by_2_Hours,Rumination_Raw_Data,Weighted_Rumination_Change,Rumination_Deviation_by_2_Hours,Total_Rumination_Minutes_In_Last,Daily_Rumination,Weekly_Rumination_Average,Group,new_health_index,Daily_activity,parity,Day,Period,CalvingYN,newvar,period_to_calving
9845,4,6:50,6:00,1,F,0,1768,377,272,330,47,105,27,1072,26950,814,1,6:00,46,8,18.63,2,-30,-28.12,394,205,451,20,,512,2,0,0,1,0,0
9845,4,6:50,6:00,1,F,0,1768,377,272,330,47,105,27,1072,26950,814,1,4:00,38,1,2.71,12,-16,-9.19,443,205,451,20,,512,2,0,1,0,1,-1
9845,4,6:50,6:00,1,F,0,1768,377,272,330,47,105,27,1072,26950,814,1,2:00,39,0,6.69,12,0,-13.38,459,205,451,20,,512,2,0,2,0,2,-2
9845,4,6:50,6:00,1,F,0,1768,377,272,330,47,105,27,1072,26950,814,1,0:00,31,3,2.61,48,1,2.28,503,205,451,20,,512,2,0,3,0,3,-3
9845,4,6:50,6:00,1,F,0,1768,377,272,330,47,105,27,1072,26950,814,1,22:00,26,0,-2.33,37,11,-2.53,499,499,443,15,100,424,2,-1,4,0,4,-4
9845,4,6:50,6:00,1,F,0,1768,377,272,330,47,105,27,1072,26950,814,1,20:00,27,3,-1.91,29,14,-8.22,493,499,443,15,100,424,2,-1,5,0,5,-5
9845,4,6:50,6:00,1,F,0,1768,377,272,330,47,105,27,1072,26950,814,1,18:00,34,5,-0.96,45,16,4.56,501,499,443,15,100,424,2,-1,6,0,6,-6
9845,4,6:50,6:00,1,F,0,1768,377,272,330,47,105,27,1072,26950,814,1,16:00,46,8,7.69,41,17,-0.82,497,499,443,15,100,424,2,-1,7,0,7,-7
9845,4,6:50,6:00,1,F,0,1768,377,272,330,47,105,27,1072,26950,814,1,14:00,33,3,-5.7,48,16,9.67,489,499,443,15,100,424,2,-1,8,0,8,-8
9845,4,6:50,6:00,1,F,0,1768,377,272,330,47,105,27,1072,26950,814,1,12:00,40,9,6.52,40,15,4.58,484,499,443,15,96.8,424,2,-1,9,0,9,-9
9845,4,6:50,6:00,1,F,0,1768,377,272,330,47,105,27,1072,26950,814,1,10:00,43,2,4.88,51,8,9.95,465,499,443,15,96.8,424,2,-1,10,0,10,-10
9845,4,6:50,6:00,1,F,0,1768,377,272,330,47,105,27,1072,26950,814,1,8:00,46,4,5.06,29,4,1.3,450,499,443,15,96.8,424,2,-1,11,0,11,-11
9845,4,6:50,6:00,1,F,0,1768,377,272,330,47,105,27,1072,26950,814,1,6:00,20,3,-8.83,51,-1,17.59,432,499,443,15,96.8,424,2,-1,12,0,12,-12
9845,4,6:50,6:00,1,F,0,1768,377,272,330,47,105,27,1072,26950,814,1,4:00,47,5,9.14,28,-3,-2.68,423,499,443,15,96.8,424,2,-1,13,0,13,-13
